sample_id	Population	Population Description	Gender	cram_path	crai_path	high_confidence_vcf_path	high_confidence_bed_path	autosomal_high_confidence_bp
HG04115	STU	Sri Lankan Tamil in the UK	male	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG04115/analysis/HG04115.final.cram	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG04115/analysis/HG04115.final.cram.crai	gs://str-truth-set-v2/filter_vcf_v2__2025_12_29/HG04115/HG04115.high_confidence_regions.vcf.gz	gs://str-truth-set-v2/dipcall_pipeline/HPRC_release2/HG04115/HG04115.dip.bed.gz	2649469340
HG02668	GWD	Gambian in Western Division, The Gambia	male	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG02668/analysis/HG02668.final.cram	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG02668/analysis/HG02668.final.cram.crai	gs://str-truth-set-v2/filter_vcf_v2__2025_12_29/HG02668/HG02668.high_confidence_regions.vcf.gz	gs://str-truth-set-v2/dipcall_pipeline/HPRC_release2/HG02668/HG02668.dip.bed.gz	2649409566
HG01943	PEL	Peruvian in Lima, Peru	male	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG01943/analysis/HG01943.final.cram	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG01943/analysis/HG01943.final.cram.crai	gs://str-truth-set-v2/filter_vcf_v2__2025_12_29/HG01943/HG01943.high_confidence_regions.vcf.gz	gs://str-truth-set-v2/dipcall_pipeline/HPRC_release2/HG01943/HG01943.dip.bed.gz	2649325006
HG00642	PUR	Puerto Rican in Puerto Rico	male	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG00642/analysis/HG00642.final.cram	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG00642/analysis/HG00642.final.cram.crai	gs://str-truth-set-v2/filter_vcf_v2__2025_12_29/HG00642/HG00642.high_confidence_regions.vcf.gz	gs://str-truth-set-v2/dipcall_pipeline/HPRC_release2/HG00642/HG00642.dip.bed.gz	2649253566
HG03050	GWD	Gambian in Western Division, The Gambia	male	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG03050/analysis/HG03050.final.cram	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG03050/analysis/HG03050.final.cram.crai	gs://str-truth-set-v2/filter_vcf_v2__2025_12_29/HG03050/HG03050.high_confidence_regions.vcf.gz	gs://str-truth-set-v2/dipcall_pipeline/HPRC_release2/HG03050/HG03050.dip.bed.gz	2649203814
HG00621	CHS	Southern Han Chinese, China	male	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG00621/analysis/HG00621.final.cram	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG00621/analysis/HG00621.final.cram.crai	gs://str-truth-set-v2/filter_vcf_v2__2025_12_29/HG00621/HG00621.high_confidence_regions.vcf.gz	gs://str-truth-set-v2/dipcall_pipeline/HG00621/HG00621.dip.bed.gz	2649180834
HG04199	STU	Sri Lankan Tamil in the UK	male	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG04199/analysis/HG04199.final.cram	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG04199/analysis/HG04199.final.cram.crai	gs://str-truth-set-v2/filter_vcf_v2__2025_12_29/HG04199/HG04199.high_confidence_regions.vcf.gz	gs://str-truth-set-v2/dipcall_pipeline/HPRC_release2/HG04199/HG04199.dip.bed.gz	2648328428
HG01928	PEL	Peruvian in Lima, Peru	male	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG01928/analysis/HG01928.final.cram	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG01928/analysis/HG01928.final.cram.crai	gs://str-truth-set-v2/filter_vcf_v2__2025_12_29/HG01928/HG01928.high_confidence_regions.vcf.gz	gs://str-truth-set-v2/dipcall_pipeline/HG01928/HG01928.dip.bed.gz	2648117900
HG02602	PJL	Punjabi in Lahore,Pakistan	male	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG02602/analysis/HG02602.final.cram	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG02602/analysis/HG02602.final.cram.crai	gs://str-truth-set-v2/filter_vcf_v2__2025_12_29/HG02602/HG02602.high_confidence_regions.vcf.gz	gs://str-truth-set-v2/dipcall_pipeline/HPRC_release2/HG02602/HG02602.dip.bed.gz	2648056486
HG01099	PUR	Puerto Rican in Puerto Rico	male	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG01099/analysis/HG01099.final.cram	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG01099/analysis/HG01099.final.cram.crai	gs://str-truth-set-v2/filter_vcf_v2__2025_12_29/HG01099/HG01099.high_confidence_regions.vcf.gz	gs://str-truth-set-v2/dipcall_pipeline/HPRC_release2/HG01099/HG01099.dip.bed.gz	2647786343
HG02027	KHV	Kinh in Ho Chi Minh City, Vietnam	male	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG02027/analysis/HG02027.final.cram	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG02027/analysis/HG02027.final.cram.crai	gs://str-truth-set-v2/filter_vcf_v2__2025_12_29/HG02027/HG02027.high_confidence_regions.vcf.gz	gs://str-truth-set-v2/dipcall_pipeline/HPRC_release2/HG02027/HG02027.dip.bed.gz	2647453324
HG02965	ESN	Esan in Nigeria	male	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG02965/analysis/HG02965.final.cram	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG02965/analysis/HG02965.final.cram.crai	gs://str-truth-set-v2/filter_vcf_v2__2025_12_29/HG02965/HG02965.high_confidence_regions.vcf.gz	gs://str-truth-set-v2/dipcall_pipeline/HPRC_release2/HG02965/HG02965.dip.bed.gz	2647416973
HG01106	PUR	Puerto Rican in Puerto Rico	male	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG01106/analysis/HG01106.final.cram	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG01106/analysis/HG01106.final.cram.crai	gs://str-truth-set-v2/filter_vcf_v2__2025_12_29/HG01106/HG01106.high_confidence_regions.vcf.gz	gs://str-truth-set-v2/dipcall_pipeline/HG01106/HG01106.dip.bed.gz	2646780813
HG00673	CHS	Southern Han Chinese, China	male	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG00673/analysis/HG00673.final.cram	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG00673/analysis/HG00673.final.cram.crai	gs://str-truth-set-v2/filter_vcf_v2__2025_12_29/HG00673/HG00673.high_confidence_regions.vcf.gz	gs://str-truth-set-v2/dipcall_pipeline/HG00673/HG00673.dip.bed.gz	2646576528
HG02984	GWD	Gambian in Western Division, The Gambia	male	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG02984/analysis/HG02984.final.cram	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG02984/analysis/HG02984.final.cram.crai	gs://str-truth-set-v2/filter_vcf_v2__2025_12_29/HG02984/HG02984.high_confidence_regions.vcf.gz	gs://str-truth-set-v2/dipcall_pipeline/HPRC_release2/HG02984/HG02984.dip.bed.gz	2646535997
HG01255	CLM	Colombian in Medellin, Colombia	male	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG01255/analysis/HG01255.final.cram	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG01255/analysis/HG01255.final.cram.crai	gs://str-truth-set-v2/filter_vcf_v2__2025_12_29/HG01255/HG01255.high_confidence_regions.vcf.gz	gs://str-truth-set-v2/dipcall_pipeline/HPRC_release2/HG01255/HG01255.dip.bed.gz	2646359203
HG02258	ACB	African Caribbean in Barbados	male	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG02258/analysis/HG02258.final.cram	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG02258/analysis/HG02258.final.cram.crai	gs://str-truth-set-v2/filter_vcf_v2__2025_12_29/HG02258/HG02258.high_confidence_regions.vcf.gz	gs://str-truth-set-v2/dipcall_pipeline/HPRC_release2/HG02258/HG02258.dip.bed.gz	2646133014
HG01258	CLM	Colombian in Medellin, Colombia	male	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG01258/analysis/HG01258.final.cram	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.cram.2020-02-12/Sample_HG01258/analysis/HG01258.final.cram.crai	gs://str-truth-set-v2/filter_vcf_v2__2025_12_29/HG01258/HG01258.high_confidence_regions.vcf.gz	gs://str-truth-set-v2/dipcall_pipeline/HG01258/HG01258.dip.bed.gz	2644839440
